,block,type,cluster_label,fold,pattern_value
14,DorsAttn_Cont,inter,0,3,0.0160454450714598
15,DorsAttn_Default,inter,0,3,-0.0048342444156914
16,DorsAttn_DorsAttn,intra,0,3,0.0657571156381048
17,DorsAttn_Limbic,inter,0,3,-0.0195125324593565
18,DorsAttn_SalVentAttn,inter,0,3,0.020006711636967
19,DorsAttn_SomMot,inter,0,3,0.0303794065605721
20,DorsAttn_Vis,inter,0,3,0.0069701281274073
21,Limbic_Cont,inter,0,3,-0.0072767034078682
22,Limbic_Default,inter,0,3,0.0067170375945223
23,Limbic_DorsAttn,inter,0,3,-0.0195125324931371
24,Limbic_Limbic,intra,0,3,0.0950456258697049
25,Limbic_SalVentAttn,inter,0,3,-0.013746293121925
26,Limbic_SomMot,inter,0,3,-0.0203177888134699
27,Limbic_Vis,inter,0,3,-0.0061695199087697
28,SalVentAttn_Cont,inter,0,3,0.0174452318989113
29,SalVentAttn_Default,inter,0,3,0.0029271570455404
30,SalVentAttn_DorsAttn,inter,0,3,0.0200067114981171
31,SalVentAttn_Limbic,inter,0,3,-0.0137462931417075
32,SalVentAttn_SalVentAttn,intra,0,3,0.0635424907816208
33,SalVentAttn_SomMot,inter,0,3,0.0331601547470565
34,SalVentAttn_Vis,inter,0,3,-0.0080934447275201
35,SomMot_Cont,inter,0,3,0.0029074904293588
36,SomMot_Default,inter,0,3,-0.001437628357025
37,SomMot_DorsAttn,inter,0,3,0.0303794056456477
38,SomMot_Limbic,inter,0,3,-0.0203177881763104
39,SomMot_SalVentAttn,inter,0,3,0.0331601542841318
40,SomMot_SomMot,intra,0,3,0.0718134140115552
41,SomMot_Vis,inter,0,3,0.0015914199154647
42,Vis_Cont,inter,0,3,-0.0164471826573013
