,block,type,cluster_label,fold,pattern_value
24,Limbic_Limbic,intra,1,1,0.040015716190061
25,Limbic_SalVentAttn,inter,1,1,-0.0005409670166104155
26,Limbic_SomMot,inter,1,1,-0.001832148060917258
27,Limbic_Vis,inter,1,1,-0.0005982163766753599
28,SalVentAttn_Cont,inter,1,1,0.0013612083480466618
29,SalVentAttn_Default,inter,1,1,7.77459783892011e-05
30,SalVentAttn_DorsAttn,inter,1,1,0.0012670309135204376
31,SalVentAttn_Limbic,inter,1,1,-0.0005409671011255599
32,SalVentAttn_SalVentAttn,intra,1,1,0.022567201493435572
33,SalVentAttn_SomMot,inter,1,1,0.0028727962732730417
34,SalVentAttn_Vis,inter,1,1,-0.00029702416544247814
35,SomMot_Cont,inter,1,1,0.0003838950460777572
36,SomMot_Default,inter,1,1,0.00012658869660894757
37,SomMot_DorsAttn,inter,1,1,0.0017566769977373118
38,SomMot_Limbic,inter,1,1,-0.0018321478411184504
39,SomMot_SalVentAttn,inter,1,1,0.0028727962278593715
40,SomMot_SomMot,intra,1,1,0.016738166681113727
41,SomMot_Vis,inter,1,1,0.00014329445479571536
42,Vis_Cont,inter,1,1,-0.0010119887061936419
43,Vis_Default,inter,1,1,-0.00047009894576845906
44,Vis_DorsAttn,inter,1,1,0.00034510766846973723
45,Vis_Limbic,inter,1,1,-0.0005982164498974675
46,Vis_SalVentAttn,inter,1,1,-0.0002970241743066131
47,Vis_SomMot,inter,1,1,0.0001432943809350322
48,Vis_Vis,intra,1,1,0.01903289765798925
0,Cont_Cont,intra,2,1,0.01939633039340483
1,Cont_Default,inter,2,1,0.001425358473508578
2,Cont_DorsAttn,inter,2,1,0.0016120814959479483
3,Cont_Limbic,inter,2,1,-0.00018005492477904896
4,Cont_SalVentAttn,inter,2,1,0.0015030091834731427
5,Cont_SomMot,inter,2,1,5.69706802238097e-05
6,Cont_Vis,inter,2,1,-0.001013437309014052
7,Default_Cont,inter,2,1,0.0014253584677371702
8,Default_Default,intra,2,1,0.012818280517658757
9,Default_DorsAttn,inter,2,1,-1.2523737768332746e-05
10,Default_Limbic,inter,2,1,0.0004030446131641242
11,Default_SalVentAttn,inter,2,1,0.00044386021524146676
12,Default_SomMot,inter,2,1,-0.0002255797724671835
13,Default_Vis,inter,2,1,-0.0002546429128891873
14,DorsAttn_Cont,inter,2,1,0.001612081431843175
15,DorsAttn_Default,inter,2,1,-1.2523808201278703e-05
16,DorsAttn_DorsAttn,intra,2,1,0.020463430678691927
17,DorsAttn_Limbic,inter,2,1,-0.0007324408979100705
18,DorsAttn_SalVentAttn,inter,2,1,0.0018353527732334752
19,DorsAttn_SomMot,inter,2,1,0.0013906946751289357
20,DorsAttn_Vis,inter,2,1,0.0009512336890822808
21,Limbic_Cont,inter,2,1,-0.00018005489097626875
22,Limbic_Default,inter,2,1,0.00040304466704233106
23,Limbic_DorsAttn,inter,2,1,-0.0007324408086432185
24,Limbic_Limbic,intra,2,1,0.03633391316316116
25,Limbic_SalVentAttn,inter,2,1,-0.0007563743430754917
26,Limbic_SomMot,inter,2,1,-0.0010452268458895043
27,Limbic_Vis,inter,2,1,-0.0005640607571308451
28,SalVentAttn_Cont,inter,2,1,0.0015030091462626572
29,SalVentAttn_Default,inter,2,1,0.00044386023397922794
30,SalVentAttn_DorsAttn,inter,2,1,0.001835352690019157
31,SalVentAttn_Limbic,inter,2,1,-0.0007563743610127413
32,SalVentAttn_SalVentAttn,intra,2,1,0.024411818723237833
33,SalVentAttn_SomMot,inter,2,1,0.0025170930212542963
34,SalVentAttn_Vis,inter,2,1,-0.00048744160919278554
35,SomMot_Cont,inter,2,1,5.6970666042270515e-05
36,SomMot_Default,inter,2,1,-0.00022557973827708316
37,SomMot_DorsAttn,inter,2,1,0.001390694590835025
38,SomMot_Limbic,inter,2,1,-0.0010452267757622038
39,SomMot_SalVentAttn,inter,2,1,0.002517092916279164
40,SomMot_SomMot,intra,2,1,0.01817679846118412
41,SomMot_Vis,inter,2,1,0.000349944868265313
42,Vis_Cont,inter,2,1,-0.0010134372772618615
43,Vis_Default,inter,2,1,-0.000254642885454627
44,Vis_DorsAttn,inter,2,1,0.0009512337292579341
45,Vis_Limbic,inter,2,1,-0.0005640607937820807
46,Vis_SalVentAttn,inter,2,1,-0.00048744161327332825
47,Vis_SomMot,inter,2,1,0.00034994481944003317
48,Vis_Vis,intra,2,1,0.021450055624021733
0,Cont_Cont,intra,0,2,0.022800921990146873
1,Cont_Default,inter,0,2,0.001681195906344186
2,Cont_DorsAttn,inter,0,2,0.002749200430522556
3,Cont_Limbic,inter,0,2,-0.00016367001872314116
4,Cont_SalVentAttn,inter,0,2,0.0024542567928390433
5,Cont_SomMot,inter,0,2,0.00042815700816103335
6,Cont_Vis,inter,0,2,-0.0013846636948083091
7,Default_Cont,inter,0,2,0.00168119594402775
8,Default_Default,intra,0,2,0.01643653460683648
9,Default_DorsAttn,inter,0,2,-0.0004901103966713052
10,Default_Limbic,inter,0,2,0.0015668281277113824
11,Default_SalVentAttn,inter,0,2,0.0004827951241490501
12,Default_SomMot,inter,0,2,-0.00017186439035032173
13,Default_Vis,inter,0,2,-0.00022311629507904424
14,DorsAttn_Cont,inter,0,2,0.002749200278379993
15,DorsAttn_Default,inter,0,2,-0.0004901104140670936
16,DorsAttn_DorsAttn,intra,0,2,0.023219403789035
17,DorsAttn_Limbic,inter,0,2,-0.0008018079706842293
18,DorsAttn_SalVentAttn,inter,0,2,0.002172555235400722
19,DorsAttn_SomMot,inter,0,2,0.0026548442805778326
20,DorsAttn_Vis,inter,0,2,0.0009446492915987527
21,Limbic_Cont,inter,0,2,-0.00016366989350816854
22,Limbic_Default,inter,0,2,0.0015668281847114444
23,Limbic_DorsAttn,inter,0,2,-0.0008018080589183474
24,Limbic_Limbic,intra,0,2,0.03998936136834847
25,Limbic_SalVentAttn,inter,0,2,-0.0010402949784879582
26,Limbic_SomMot,inter,0,2,-0.0034388089120005673
27,Limbic_Vis,inter,0,2,-0.0010128201628983038
28,SalVentAttn_Cont,inter,0,2,0.002454256825109085
29,SalVentAttn_Default,inter,0,2,0.00048279518328016145
30,SalVentAttn_DorsAttn,inter,0,2,0.002172555146515698
31,SalVentAttn_Limbic,inter,0,2,-0.0010402950791525596
32,SalVentAttn_SalVentAttn,intra,0,2,0.028580010339346745
33,SalVentAttn_SomMot,inter,0,2,0.004641831237229377
34,SalVentAttn_Vis,inter,0,2,-0.0006758682151803833
35,SomMot_Cont,inter,0,2,0.0004281569494523498
36,SomMot_Default,inter,0,2,-0.00017186441080265522
37,SomMot_DorsAttn,inter,0,2,0.002654844211771404
38,SomMot_Limbic,inter,0,2,-0.00343880869597137
39,SomMot_SalVentAttn,inter,0,2,0.004641831178111761
40,SomMot_SomMot,intra,0,2,0.025886317872031484
41,SomMot_Vis,inter,0,2,0.0008694956868663656
42,Vis_Cont,inter,0,2,-0.0013846637910737273
43,Vis_Default,inter,0,2,-0.00022311626464132427
44,Vis_DorsAttn,inter,0,2,0.0009446492394658988
45,Vis_Limbic,inter,0,2,-0.001012820257555635
46,Vis_SalVentAttn,inter,0,2,-0.0006758681815846704
47,Vis_SomMot,inter,0,2,0.0008694955912120297
48,Vis_Vis,intra,0,2,0.026895491898369064
0,Cont_Cont,intra,1,2,0.01945931882671217
1,Cont_Default,inter,1,2,0.0008409478254581244
2,Cont_DorsAttn,inter,1,2,0.001255784331531388
3,Cont_Limbic,inter,1,2,-0.00025798350135373217
4,Cont_SalVentAttn,inter,1,2,0.0013616130202922926
5,Cont_SomMot,inter,1,2,0.00038846602264001336
6,Cont_Vis,inter,1,2,-0.001024289257559795
7,Default_Cont,inter,1,2,0.000840947818249558
8,Default_Default,intra,1,2,0.01294156839264443
9,Default_DorsAttn,inter,1,2,-0.00039475611055566154
10,Default_Limbic,inter,1,2,0.00043483623184592513
11,Default_SalVentAttn,inter,1,2,7.86910959574003e-05
