,node_a,node_b,pattern_value,cluster_label,fold
33,SalVentAttn,SomMot,0.0028985179830448298,1,3
34,SalVentAttn,Vis,-0.0003001549613205481,1,3
35,SomMot,Cont,0.0004008447757669237,1,3
36,SomMot,Default,0.00013287170562336403,1,3
37,SomMot,DorsAttn,0.0017817312926062382,1,3
38,SomMot,Limbic,-0.0018727556196488362,1,3
39,SomMot,SalVentAttn,0.0028985179372705196,1,3
40,SomMot,SomMot,0.016791948463173827,1,3
41,SomMot,Vis,0.00013086195786614794,1,3
42,Vis,Cont,-0.0010111387964011143,1,3
43,Vis,Default,-0.00046850201076545497,1,3
44,Vis,DorsAttn,0.00033031324164693027,1,3
45,Vis,Limbic,-0.0005879377288499632,1,3
46,Vis,SalVentAttn,-0.00030015497020175976,1,3
47,Vis,SomMot,0.00013086188427034558,1,3
48,Vis,Vis,0.01899844520238099,1,3
0,Cont,Cont,0.019385284370810624,2,3
1,Cont,Default,0.0014367102105651275,2,3
2,Cont,DorsAttn,0.0016065781424545824,2,3
3,Cont,Limbic,-0.00016652497086154172,2,3
4,Cont,SalVentAttn,0.0014975515617924164,2,3
5,Cont,SomMot,5.283616558769442e-05,2,3
6,Cont,Vis,-0.0010174426002113072,2,3
7,Default,Cont,0.0014367102048389235,2,3
8,Default,Default,0.012828983135516567,2,3
9,Default,DorsAttn,-1.8651934223926397e-05,2,3
10,Default,Limbic,0.0004205728101329599,2,3
11,Default,SalVentAttn,0.000447788109909054,2,3
12,Default,SomMot,-0.00022129384086710518,2,3
13,Default,Vis,-0.00026018568906493127,2,3
14,DorsAttn,Cont,0.001606578078893356,2,3
15,DorsAttn,Default,-1.865200467228623e-05,2,3
16,DorsAttn,DorsAttn,0.02046225547268199,2,3
17,DorsAttn,Limbic,-0.0007172836973841696,2,3
18,DorsAttn,SalVentAttn,0.0018227846365400755,2,3
19,DorsAttn,SomMot,0.0013754578351641014,2,3
20,DorsAttn,Vis,0.0009727402354241842,2,3
21,Limbic,Cont,-0.00016652493701022202,2,3
22,Limbic,Default,0.00042057286369961,2,3
23,Limbic,DorsAttn,-0.0007172836080858358,2,3
24,Limbic,Limbic,0.03627755241263288,2,3
25,Limbic,SalVentAttn,-0.0007394232640457474,2,3
26,Limbic,SomMot,-0.0010278470612801861,2,3
27,Limbic,Vis,-0.0005791390792483519,2,3
28,SalVentAttn,Cont,0.0014975515245075149,2,3
29,SalVentAttn,Default,0.000447788128483421,2,3
30,SalVentAttn,DorsAttn,0.0018227845538070942,2,3
31,SalVentAttn,Limbic,-0.0007394232815207545,2,3
32,SalVentAttn,SalVentAttn,0.02440786769969473,2,3
33,SalVentAttn,SomMot,0.0025269815828283144,2,3
34,SalVentAttn,Vis,-0.00048402280009530443,2,3
35,SomMot,Cont,5.283615170463904e-05,2,3
36,SomMot,Default,-0.00022129380679629788,2,3
37,SomMot,DorsAttn,0.0013754577508239385,2,3
38,SomMot,Limbic,-0.0010278469916231955,2,3
39,SomMot,SalVentAttn,0.0025269814775907787,2,3
40,SomMot,SomMot,0.018157494987157494,2,3
41,SomMot,Vis,0.0003525003315888114,2,3
42,Vis,Cont,-0.001017442569179781,2,3
43,Vis,Default,-0.0002601856617384381,2,3
44,Vis,DorsAttn,0.0009727402758212801,2,3
45,Vis,Limbic,-0.0005791391150942656,2,3
46,Vis,SalVentAttn,-0.00048402280404800723,2,3
47,Vis,SomMot,0.00035250028231960417,2,3
48,Vis,Vis,0.021486840201426945,2,3
0,Cont,Cont,0.022898664036595445,0,4
1,Cont,Default,0.0016954056327212117,0,4
2,Cont,DorsAttn,0.0027648375846989507,0,4
3,Cont,Limbic,-0.00017712269946240075,0,4
4,Cont,SalVentAttn,0.0025141739334063776,0,4
5,Cont,SomMot,0.0004809590352657762,0,4
6,Cont,Vis,-0.0014031208202625984,0,4
7,Default,Cont,0.0016954056704847314,0,4
8,Default,Default,0.016509714872291296,0,4
9,Default,DorsAttn,-0.0004816374884972052,0,4
10,Default,Limbic,0.0015502723089073531,0,4
11,Default,SalVentAttn,0.0005049952472046233,0,4
12,Default,SomMot,-0.0001647835591286674,0,4
13,Default,Vis,-0.00018829790020885142,0,4
14,DorsAttn,Cont,0.002764837430625092,0,4
15,DorsAttn,Default,-0.00048163750538656353,0,4
16,DorsAttn,DorsAttn,0.02336610960714718,0,4
17,DorsAttn,Limbic,-0.0007920274453076579,0,4
18,DorsAttn,SalVentAttn,0.002229001160322659,0,4
19,DorsAttn,SomMot,0.0027288607705543725,0,4
20,DorsAttn,Vis,0.0009738853917098819,0,4
21,Limbic,Cont,-0.00017712257245877143,0,4
22,Limbic,Default,0.0015502723667751178,0,4
23,Limbic,DorsAttn,-0.0007920275331723758,0,4
24,Limbic,Limbic,0.040153376957020696,0,4
25,Limbic,SalVentAttn,-0.0010835507841906367,0,4
26,Limbic,SomMot,-0.003579527437120482,0,4
27,Limbic,Vis,-0.0009718927170888159,0,4
28,SalVentAttn,Cont,0.0025141739654747546,0,4
29,SalVentAttn,Default,0.0005049953066321111,0,4
30,SalVentAttn,DorsAttn,0.002229001071769689,0,4
31,SalVentAttn,Limbic,-0.0010835508853249336,0,4
32,SalVentAttn,SalVentAttn,0.028758042588661405,0,4
33,SalVentAttn,SomMot,0.004726825467773812,0,4
34,SalVentAttn,Vis,-0.000672529075628727,0,4
35,SomMot,Cont,0.0004809589747901372,0,4
36,SomMot,Default,-0.00016478357966355148,0,4
37,SomMot,DorsAttn,0.0027288607018387187,0,4
38,SomMot,Limbic,-0.003579527218245912,0,4
39,SomMot,SalVentAttn,0.004726825407096931,0,4
40,SomMot,SomMot,0.026136007994619938,0,4
41,SomMot,Vis,0.0009342565982163456,0,4
42,Vis,Cont,-0.0014031209182843727,0,4
43,Vis,Default,-0.0001882978695602739,0,4
44,Vis,DorsAttn,0.000973885337309532,0,4
45,Vis,Limbic,-0.0009718928114231929,0,4
46,Vis,SalVentAttn,-0.0006725290421325835,0,4
47,Vis,SomMot,0.0009342565010847207,0,4
48,Vis,Vis,0.02702796773808224,0,4
0,Cont,Cont,0.019392820920044514,1,4
1,Cont,Default,0.0008342569563697668,1,4
2,Cont,DorsAttn,0.0012354476126515952,1,4
3,Cont,Limbic,-0.00023365186106138975,1,4
4,Cont,SalVentAttn,0.0013404603492456822,1,4
5,Cont,SomMot,0.0003616425492346643,1,4
6,Cont,Vis,-0.001031665255691281,1,4
7,Default,Cont,0.0008342569492281022,1,4
8,Default,Default,0.012913896982639594,1,4
9,Default,DorsAttn,-0.0004108603244706588,1,4
10,Default,Limbic,0.00045202306584361845,1,4
11,Default,SalVentAttn,7.663582626048305e-05,1,4
12,Default,SomMot,0.00011694637833933553,1,4
13,Default,Vis,-0.0004803023893616658,1,4
14,DorsAttn,Cont,0.0012354475536872232,1,4
15,DorsAttn,Default,-0.0004108603247668324,1,4
16,DorsAttn,DorsAttn,0.019132000736705464,1,4
17,DorsAttn,Limbic,-0.0015801575147301927,1,4
18,DorsAttn,SalVentAttn,0.0012483043334354873,1,4
19,DorsAttn,SomMot,0.001741977296132282,1,4
20,DorsAttn,Vis,0.00032210892974693806,1,4
21,Limbic,Cont,-0.0002336518592323345,1,4
22,Limbic,Default,0.0004520230692275359,1,4
23,Limbic,DorsAttn,-0.001580157588181757,1,4
24,Limbic,Limbic,0.040005604793266786,1,4
25,Limbic,SalVentAttn,-0.0005408361219828,1,4
26,Limbic,SomMot,-0.001847808725998107,1,4
27,Limbic,Vis,-0.0006025823664283198,1,4
28,SalVentAttn,Cont,0.0013404603396712314,1,4
29,SalVentAttn,Default,7.663587071287653e-05,1,4
30,SalVentAttn,DorsAttn,0.0012483042924910117,1,4
31,SalVentAttn,Limbic,-0.0005408362061562856,1,4
32,SalVentAttn,SalVentAttn,0.022540226716485857,1,4
33,SalVentAttn,SomMot,0.0028520981017967142,1,4
34,SalVentAttn,Vis,-0.00030588621327381355,1,4
35,SomMot,Cont,0.00036164249382121517,1,4
36,SomMot,Default,0.00011694634043769397,1,4
37,SomMot,DorsAttn,0.001741977241772324,1,4
38,SomMot,Limbic,-0.0018478085070865442,1,4
39,SomMot,SalVentAttn,0.002852098057750607,1,4
40,SomMot,SomMot,0.016696416999733545,1,4
41,SomMot,Vis,0.00012833735586987227,1,4
42,Vis,Cont,-0.0010316653045419279,1,4
43,Vis,Default,-0.00048030232917794635,1,4
44,Vis,DorsAttn,0.00032210896041284895,1,4
45,Vis,Limbic,-0.0006025824395145698,1,4
46,Vis,SalVentAttn,-0.0003058862222061937,1,4
47,Vis,SomMot,0.0001283372828952504,1,4
48,Vis,Vis,0.01898870882609301,1,4
0,Cont,Cont,0.019413251301733814,2,4
1,Cont,Default,0.001447155172384992,2,4
2,Cont,DorsAttn,0.0016180302862745114,2,4
3,Cont,Limbic,-0.00017022221043702892,2,4
4,Cont,SalVentAttn,0.0015145513405520465,2,4
5,Cont,SomMot,5.866101763982503e-05,2,4
6,Cont,Vis,-0.0010164965263141316,2,4
7,Default,Cont,0.0014471551668339537,2,4
8,Default,Default,0.012842035962912859,2,4
9,Default,DorsAttn,-5.010460686246044e-06,2,4
10,Default,Limbic,0.00041667995533897876,2,4
11,Default,SalVentAttn,0.00046093523036558543,2,4
12,Default,SomMot,-0.00021144287371685323,2,4
13,Default,Vis,-0.0002519882572702408,2,4
14,DorsAttn,Cont,0.001618030221927691,2,4
15,DorsAttn,Default,-5.010530923962128e-06,2,4
16,DorsAttn,DorsAttn,0.020482614258672656,2,4
17,DorsAttn,Limbic,-0.0007224857312918839,2,4
18,DorsAttn,SalVentAttn,0.0018401958619602501,2,4
19,DorsAttn,SomMot,0.00138924308027344,2,4
20,DorsAttn,Vis,0.0009756952666985869,2,4
21,Limbic,Cont,-0.00017022217669830224,2,4
22,Limbic,Default,0.00041668000880129043,2,4
23,Limbic,DorsAttn,-0.0007224856417409748,2,4
24,Limbic,Limbic,0.036262997059708674,2,4
25,Limbic,SalVentAttn,-0.0007370597715063723,2,4
26,Limbic,SomMot,-0.0010272807769310375,2,4
27,Limbic,Vis,-0.0005625832728068486,2,4
28,SalVentAttn,Cont,0.0015145513025590425,2,4
29,SalVentAttn,Default,0.00046093524916583986,2,4
30,SalVentAttn,DorsAttn,0.0018401957792016932,2,4
31,SalVentAttn,Limbic,-0.000737059788931769,2,4
32,SalVentAttn,SalVentAttn,0.02443419329147516,2,4
33,SalVentAttn,SomMot,0.002537727205342196,2,4
34,SalVentAttn,Vis,-0.0004809526987040049,2,4
35,SomMot,Cont,5.866100334729656e-05,2,4
36,SomMot,Default,-0.00021144283964517308,2,4
37,SomMot,DorsAttn,0.0013892429957062435,2,4
38,SomMot,Limbic,-0.0010272807075714053,2,4
39,SomMot,SalVentAttn,0.0025377271001464762,2,4
40,SomMot,SomMot,0.01820017271802107,2,4
41,SomMot,Vis,0.00036092968379870056,2,4
42,Vis,Cont,-0.0010164964955514963,2,4
43,Vis,Default,-0.0002519882300405188,2,4
44,Vis,DorsAttn,0.0009756953066600657,2,4
45,Vis,Limbic,-0.0005625833090047733,2,4
46,Vis,SalVentAttn,-0.0004809527026555684,2,4
47,Vis,SomMot,0.00036092963452003424,2,4
48,Vis,Vis,0.0215107355855816,2,4
0,Cont,Cont,0.02276323587602408,0,5
1,Cont,Default,0.0016835145391534746,0,5
2,Cont,DorsAttn,0.0027136805296361336,0,5
3,Cont,Limbic,-0.00013370492666507001,0,5
4,Cont,SalVentAttn,0.0024307930011573295,0,5
5,Cont,SomMot,0.0004185697117521919,0,5
6,Cont,Vis,-0.0013788773018050186,0,5
7,Default,Cont,0.0016835145772424254,0,5
8,Default,Default,0.01640497382268694,0,5
9,Default,DorsAttn,-0.0004824337625418892,0,5
10,Default,Limbic,0.0015668219924017358,0,5
11,Default,SalVentAttn,0.000488389058491201,0,5
12,Default,SomMot,-0.0001722646486519784,0,5
13,Default,Vis,-0.00021369587948515516,0,5
14,DorsAttn,Cont,0.0027136803776398777,0,5
15,DorsAttn,Default,-0.00048243378146481803,0,5
16,DorsAttn,DorsAttn,0.023195688584407872,0,5
17,DorsAttn,Limbic,-0.0007610276767024027,0,5
18,DorsAttn,SalVentAttn,0.0021658264275704665,0,5
19,DorsAttn,SomMot,0.0026484757155188425,0,5
20,DorsAttn,Vis,0.0010066949927201674,0,5
21,Limbic,Cont,-0.00013370479998258412,0,5
22,Limbic,Default,0.0015668220502459433,0,5
23,Limbic,DorsAttn,-0.0007610277666007275,0,5
24,Limbic,Limbic,0.039905920743498885,0,5
25,Limbic,SalVentAttn,-0.0010034654977011893,0,5
26,Limbic,SomMot,-0.003387001256925486,0,5
27,Limbic,Vis,-0.0010068968293684103,0,5
28,SalVentAttn,Cont,0.0024307930334147316,0,5
29,SalVentAttn,Default,0.0004883891165076054,0,5
30,SalVentAttn,DorsAttn,0.0021658263403984577,0,5
31,SalVentAttn,Limbic,-0.0010034655987819956,0,5
32,SalVentAttn,SalVentAttn,0.028560802704817295,0,5
33,SalVentAttn,SomMot,0.004638562238706256,0,5
34,SalVentAttn,Vis,-0.0006634149251816189,0,5
35,SomMot,Cont,0.0004185696536088124,0,5
36,SomMot,Default,-0.0001722646698089912,0,5
37,SomMot,DorsAttn,0.002648475647023603,0,5
38,SomMot,Limbic,-0.0033870010419900522,0,5
39,SomMot,SalVentAttn,0.004638562178508809,0,5
40,SomMot,SomMot,0.02587399406543613,0,5
41,SomMot,Vis,0.0009514012648847788,0,5
42,Vis,Cont,-0.0013788773992844232,0,5
43,Vis,Default,-0.00021369584921344473,0,5
44,Vis,DorsAttn,0.0010066949415608025,0,5
45,Vis,Limbic,-0.0010068969237322896,0,5
46,Vis,SalVentAttn,-0.0006634148911639878,0,5
47,Vis,SomMot,0.0009514011699534983,0,5
48,Vis,Vis,0.026966640794301538,0,5
0,Cont,Cont,0.019373291086575158,1,5
1,Cont,Default,0.0008293446308225741,1,5
2,Cont,DorsAttn,0.001241634752502125,1,5
3,Cont,Limbic,-0.00025025430378592436,1,5
4,Cont,SalVentAttn,0.0013473593692767928,1,5
5,Cont,SomMot,0.0003776888847996071,1,5
6,Cont,Vis,-0.0010103934504292376,1,5
7,Default,Cont,0.0008293446236310115,1,5
8,Default,Default,0.012900969688360395,1,5
9,Default,DorsAttn,-0.00039096602615219616,1,5
10,Default,Limbic,0.00043595050077009276,1,5
11,Default,SalVentAttn,6.94401379613425e-05,1,5
12,Default,SomMot,0.00012258108811200952,1,5
13,Default,Vis,-0.0004735403462132861,1,5
14,DorsAttn,Cont,0.0012416346933550352,1,5
15,DorsAttn,Default,-0.000390966026225052,1,5
16,DorsAttn,DorsAttn,0.019123281967907194,1,5
17,DorsAttn,Limbic,-0.0015894177469730803,1,5
18,DorsAttn,SalVentAttn,0.0012525115253109258,1,5
19,DorsAttn,SomMot,0.0017541915361458133,1,5
20,DorsAttn,Vis,0.0003217752323126604,1,5
21,Limbic,Cont,-0.00025025430211540934,1,5
22,Limbic,Default,0.0004359505049474017,1,5
23,Limbic,DorsAttn,-0.0015894178202077798,1,5
24,Limbic,Limbic,0.039977294607467004,1,5
25,Limbic,SalVentAttn,-0.0005658676708171674,1,5
26,Limbic,SomMot,-0.001887665469051037,1,5
27,Limbic,Vis,-0.0006035033945775849,1,5
28,SalVentAttn,Cont,0.0013473593594407645,1,5
29,SalVentAttn,Default,6.944018186352634e-05,1,5
30,SalVentAttn,DorsAttn,0.0012525114843934101,1,5
31,SalVentAttn,Limbic,-0.0005658677546743769,1,5
32,SalVentAttn,SalVentAttn,0.022534809985500812,1,5
33,SalVentAttn,SomMot,0.0028630333372809077,1,5
34,SalVentAttn,Vis,-0.0003002724873070042,1,5
35,SomMot,Cont,0.0003776888290794066,1,5
36,SomMot,Default,0.0001225810504512673,1,5
37,SomMot,DorsAttn,0.001754191481840929,1,5
38,SomMot,Limbic,-0.0018876652493715425,1,5
39,SomMot,SalVentAttn,0.002863033293459893,1,5
40,SomMot,SomMot,0.016688721665150664,1,5
41,SomMot,Vis,0.00012593963316458084,1,5
42,Vis,Cont,-0.001010393498815888,1,5
43,Vis,Default,-0.000473540285933974,1,5
44,Vis,DorsAttn,0.0003217752625217126,1,5
45,Vis,Limbic,-0.000603503467332209,1,5
46,Vis,SalVentAttn,-0.00030027249604604053,1,5
47,Vis,SomMot,0.00012593956051305577,1,5
48,Vis,Vis,0.018891925353469695,1,5
0,Cont,Cont,0.019403251836212863,2,5
1,Cont,Default,0.0014479456456023148,2,5
2,Cont,DorsAttn,0.001615480163770953,2,5
3,Cont,Limbic,-0.0001714904592644727,2,5
4,Cont,SalVentAttn,0.001508629815815175,2,5
5,Cont,SomMot,6.143124472240273e-05,2,5
6,Cont,Vis,-0.0010114645316148675,2,5
7,Default,Cont,0.0014479456396259232,2,5
8,Default,Default,0.012827416467177725,2,5
9,Default,DorsAttn,-1.0715878397453183e-05,2,5
10,Default,Limbic,0.0004145719466163799,2,5
11,Default,SalVentAttn,0.00045619606572517874,2,5
12,Default,SomMot,-0.00021753000813196977,2,5
13,Default,Vis,-0.00025312357917764303,2,5
14,DorsAttn,Cont,0.0016154800995463762,2,5
15,DorsAttn,Default,-1.0715948862288829e-05,2,5
16,DorsAttn,DorsAttn,0.02048804833385247,2,5
17,DorsAttn,Limbic,-0.0007286198839441382,2,5
18,DorsAttn,SalVentAttn,0.0018408796936810236,2,5
19,DorsAttn,SomMot,0.0013951672281300078,2,5
20,DorsAttn,Vis,0.0009672654030824828,2,5
21,Limbic,Cont,-0.0001714904252425595,2,5
22,Limbic,Default,0.000414572000287086,2,5
23,Limbic,DorsAttn,-0.0007286197944797714,2,5
24,Limbic,Limbic,0.03630078377149362,2,5
25,Limbic,SalVentAttn,-0.0007483039779659021,2,5
26,Limbic,SomMot,-0.0010385144902790634,2,5
27,Limbic,Vis,-0.0005616684086840573,2,5
28,SalVentAttn,Cont,0.001508629778483414,2,5
29,SalVentAttn,Default,0.00045619608461169696,2,5
30,SalVentAttn,DorsAttn,0.0018408796108603995,2,5
31,SalVentAttn,Limbic,-0.0007483039957129291,2,5
32,SalVentAttn,SalVentAttn,0.02443444769136344,2,5
33,SalVentAttn,SomMot,0.0025257700305938327,2,5
34,SalVentAttn,Vis,-0.0004875420860883411,2,5
35,SomMot,Cont,6.143123034372847e-05,2,5
36,SomMot,Default,-0.00021752997412973114,2,5
37,SomMot,DorsAttn,0.0013951671440377636,2,5
38,SomMot,Limbic,-0.001038514420143854,2,5
39,SomMot,SalVentAttn,0.0025257699254390836,2,5
40,SomMot,SomMot,0.018187584858640117,2,5
41,SomMot,Vis,0.00034927630365491955,2,5
42,Vis,Cont,-0.001011464500476152,2,5
43,Vis,Default,-0.00025312355184552285,2,5
44,Vis,DorsAttn,0.0009672654433049568,2,5
45,Vis,Limbic,-0.0005616684449006052,2,5
46,Vis,SalVentAttn,-0.00048754209038635285,2,5
47,Vis,SomMot,0.00034927625478042005,2,5
48,Vis,Vis,0.021474586839804043,2,5
0,Cont,Cont,0.022800804731779423,0,6
1,Cont,Default,0.0017153742999843995,0,6
2,Cont,DorsAttn,0.0027570521251720987,0,6
3,Cont,Limbic,-0.00015536158285309981,0,6
4,Cont,SalVentAttn,0.002474211590260421,0,6
5,Cont,SomMot,0.0004509982347788753,0,6
6,Cont,Vis,-0.001391706943648249,0,6
7,Default,Cont,0.0017153743374542173,0,6
8,Default,Default,0.01641693910365641,0,6
9,Default,DorsAttn,-0.0004660998837540198,0,6
10,Default,Limbic,0.0015607713754480746,0,6
11,Default,SalVentAttn,0.00051013905328043,0,6
12,Default,SomMot,-0.00016171292797691897,0,6
13,Default,Vis,-0.00018945982295679302,0,6
14,DorsAttn,Cont,0.0027570519722205106,0,6
15,DorsAttn,Default,-0.00046609990135135476,0,6
16,DorsAttn,DorsAttn,0.023240645687567327,0,6
17,DorsAttn,Limbic,-0.0007742972449080492,0,6
18,DorsAttn,SalVentAttn,0.002191045541471754,0,6
19,DorsAttn,SomMot,0.002685521592777926,0,6
20,DorsAttn,Vis,0.0009677236295662592,0,6
21,Limbic,Cont,-0.0001553614570583364,0,6
22,Limbic,Default,0.0015607714337269355,0,6
23,Limbic,DorsAttn,-0.0007742973332645805,0,6
24,Limbic,Limbic,0.03989291611866781,0,6
25,Limbic,SalVentAttn,-0.0010166024159555653,0,6
26,Limbic,SomMot,-0.0034234121076996637,0,6
27,Limbic,Vis,-0.0009404648648721041,0,6
28,SalVentAttn,Cont,0.0024742116225537985,0,6
29,SalVentAttn,Default,0.0005101391125140362,0,6
30,SalVentAttn,DorsAttn,0.002191045452371433,0,6
31,SalVentAttn,Limbic,-0.001016602516886232,0,6
32,SalVentAttn,SalVentAttn,0.02853358500311837,0,6
33,SalVentAttn,SomMot,0.0046304362403979706,0,6
34,SalVentAttn,Vis,-0.0006631061890649628,0,6
35,SomMot,Cont,0.0004509981758271962,0,6
36,SomMot,Default,-0.00016171294881057747,0,6
37,SomMot,DorsAttn,0.0026855215241346282,0,6
38,SomMot,Limbic,-0.0034234118925702147,0,6
39,SomMot,SalVentAttn,0.00463043618184218,0,6
40,SomMot,SomMot,0.025887380729109857,0,6
41,SomMot,Vis,0.000901524424600213,0,6
42,Vis,Cont,-0.0013917070397795586,0,6
43,Vis,Default,-0.00018945979330799994,0,6
44,Vis,DorsAttn,0.0009677235765320527,0,6
45,Vis,Limbic,-0.0009404649589234368,0,6
46,Vis,SalVentAttn,-0.0006631061554176606,0,6
47,Vis,SomMot,0.0009015243289963934,0,6
48,Vis,Vis,0.026927377093030756,0,6
0,Cont,Cont,0.01939006599276885,1,6
1,Cont,Default,0.0008286726094540517,1,6
2,Cont,DorsAttn,0.0012422772574467525,1,6
3,Cont,Limbic,-0.000251174356784259,1,6
4,Cont,SalVentAttn,0.0013473074481704021,1,6
5,Cont,SomMot,0.00037493951725517936,1,6
6,Cont,Vis,-0.0010043961847184485,1,6
7,Default,Cont,0.0008286726022599279,1,6
8,Default,Default,0.012917447576704913,1,6
9,Default,DorsAttn,-0.00040228649357525994,1,6
10,Default,Limbic,0.0004287478593929584,1,6
11,Default,SalVentAttn,6.227954240221065e-05,1,6
12,Default,SomMot,0.00011970921753461558,1,6
13,Default,Vis,-0.00047192277584007155,1,6
14,DorsAttn,Cont,0.0012422771983940438,1,6
15,DorsAttn,Default,-0.0004022864938561773,1,6
16,DorsAttn,DorsAttn,0.019135307598238456,1,6
17,DorsAttn,Limbic,-0.0015845893036299573,1,6
18,DorsAttn,SalVentAttn,0.0012614143382051089,1,6
19,DorsAttn,SomMot,0.0017649976335833647,1,6
20,DorsAttn,Vis,0.00031944050494277514,1,6
21,Limbic,Cont,-0.0002511743552576488,1,6
22,Limbic,Default,0.00042874786193900763,1,6
23,Limbic,DorsAttn,-0.0015845893769171596,1,6
24,Limbic,Limbic,0.040012800777304985,1,6
25,Limbic,SalVentAttn,-0.0005745362611851875,1,6
26,Limbic,SomMot,-0.0018776674089232145,1,6
27,Limbic,Vis,-0.0005896015333435925,1,6
28,SalVentAttn,Cont,0.0013473074386350003,1,6
29,SalVentAttn,Default,6.227958562423821e-05,1,6
30,SalVentAttn,DorsAttn,0.0012614142977830224,1,6
31,SalVentAttn,Limbic,-0.0005745363459679555,1,6
32,SalVentAttn,SalVentAttn,0.022545113522154003,1,6
33,SalVentAttn,SomMot,0.0028809050076870186,1,6
34,SalVentAttn,Vis,-0.0003041563846174352,1,6
35,SomMot,Cont,0.00037493946108949587,1,6
36,SomMot,Default,0.00011970917930702907,1,6
37,SomMot,DorsAttn,0.0017649975787252922,1,6
38,SomMot,Limbic,-0.0018776671882300112,1,6
39,SomMot,SalVentAttn,0.002880904962570389,1,6
40,SomMot,SomMot,0.01673750555341272,1,6
41,SomMot,Vis,0.00012126430112993389,1,6
42,Vis,Cont,-0.0010043962342037927,1,6
43,Vis,Default,-0.0004719227157204814,1,6
44,Vis,DorsAttn,0.00031944053546797355,1,6
45,Vis,Limbic,-0.0005896016063958918,1,6
46,Vis,SalVentAttn,-0.0003041563933127056,1,6
47,Vis,SomMot,0.00012126422862665255,1,6
48,Vis,Vis,0.018954475380497385,1,6
0,Cont,Cont,0.019423528676025176,2,6
1,Cont,Default,0.0014456497123963674,2,6
2,Cont,DorsAttn,0.0016052072326180982,2,6
3,Cont,Limbic,-0.00016128073307265193,2,6
4,Cont,SalVentAttn,0.0015130775542331867,2,6
5,Cont,SomMot,5.063097578227321e-05,2,6
6,Cont,Vis,-0.0010264863473913469,2,6
7,Default,Cont,0.0014456497064198476,2,6
8,Default,Default,0.012852787754666363,2,6
9,Default,DorsAttn,-1.7704830896273184e-05,2,6
10,Default,Limbic,0.00042837478127326193,2,6
11,Default,SalVentAttn,0.0004539056291264041,2,6
12,Default,SomMot,-0.00022109553061343672,2,6
13,Default,Vis,-0.0002571661190431187,2,6
14,DorsAttn,Cont,0.0016052071686494332,2,6
15,DorsAttn,Default,-1.7704901163944684e-05,2,6
16,DorsAttn,DorsAttn,0.02048384521890927,2,6
17,DorsAttn,Limbic,-0.0007210490601740036,2,6
18,DorsAttn,SalVentAttn,0.001831763007283932,2,6
19,DorsAttn,SomMot,0.0013863262263431465,2,6
20,DorsAttn,Vis,0.0009859218876890363,2,6
21,Limbic,Cont,-0.00016128069898997224,2,6
22,Limbic,Default,0.00042837483555246796,2,6
23,Limbic,DorsAttn,-0.0007210489708237346,2,6
24,Limbic,Limbic,0.03628198165751322,2,6
25,Limbic,SalVentAttn,-0.0007282713867902355,2,6
26,Limbic,SomMot,-0.0010271226723776446,2,6
27,Limbic,Vis,-0.0005929965422395352,2,6
28,SalVentAttn,Cont,0.0015130775162324123,2,6
29,SalVentAttn,Default,0.00045390564756169583,2,6
30,SalVentAttn,DorsAttn,0.0018317629251366019,2,6
31,SalVentAttn,Limbic,-0.0007282714042107631,2,6
32,SalVentAttn,SalVentAttn,0.02446714990510412,2,6
33,SalVentAttn,SomMot,0.002548794259586183,2,6
34,SalVentAttn,Vis,-0.0004806170289803449,2,6
35,SomMot,Cont,5.0630961444129824e-05,2,6
36,SomMot,Default,-0.0002210954965037154,2,6
37,SomMot,DorsAttn,0.0013863261421514276,2,6
38,SomMot,Limbic,-0.0010271226029364739,2,6
39,SomMot,SalVentAttn,0.002548794153935994,2,6
40,SomMot,SomMot,0.018225641004677103,2,6
41,SomMot,Vis,0.00039018860507695824,2,6
42,Vis,Cont,-0.0010264863168702241,2,6
43,Vis,Default,-0.00025716609147480627,2,6
44,Vis,DorsAttn,0.000985921927990712,2,6
45,Vis,Limbic,-0.0005929965785630931,2,6
46,Vis,SalVentAttn,-0.00048061703322096176,2,6
47,Vis,SomMot,0.0003901885556718287,2,6
48,Vis,Vis,0.021546227635312085,2,6
0,Cont,Cont,0.02324347829639653,0,7
1,Cont,Default,0.0017392431688413883,0,7
2,Cont,DorsAttn,0.0028745275464636152,0,7
3,Cont,Limbic,-0.00025814279244306624,0,7
4,Cont,SalVentAttn,0.002599733646224218,0,7
5,Cont,SomMot,0.0005076154315178887,0,7
6,Cont,Vis,-0.0014564539423868909,0,7
7,Default,Cont,0.0017392432059587038,0,7
8,Default,Default,0.016677682657834893,0,7
9,Default,DorsAttn,-0.0004996361914784275,0,7
10,Default,Limbic,0.0015287683261919044,0,7
11,Default,SalVentAttn,0.0005549683805788879,0,7
12,Default,SomMot,-0.00015572159853326692,0,7
13,Default,Vis,-0.00019308996148458498,0,7
14,DorsAttn,Cont,0.002874527388041647,0,7
15,DorsAttn,Default,-0.0004996362065715854,0,7
16,DorsAttn,DorsAttn,0.023720028163103545,0,7
17,DorsAttn,Limbic,-0.000857744763163775,0,7
18,DorsAttn,SalVentAttn,0.0023005160888281847,0,7
19,DorsAttn,SomMot,0.002828401771010532,0,7
20,DorsAttn,Vis,0.0009272559911447482,0,7
21,Limbic,Cont,-0.00025814266436578596,0,7
